,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
611,Abhishek Nayar,India,42,Batting Allrounder ,Left Handed Bat ,Right-arm medium,0,3,0,60,0,1,0,50,0,0,0,672,0,7,0,577,0,0,0,45,0,0,0,17.68,0,0.00,0,116.47,0,0,0,55,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,5.67,0,0,0,0,0,229,322,0,9,8.44
612,Dwaraka Ravi,India,38,Batsman ,Right Handed Bat,,0,0,0,32,0,0,0,25,0,0,0,375,0,0,0,317,0,0,0,60,0,0,0,19.74,0,0,0,118.30,0,0,0,35,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,1,9.33
613,Wriddhiman Saha,India,41,WK-Batsman ,Right Handed Bat,,40,9,0,170,56,5,0,145,1353,41,0,2934,2973,56,0,2300,117,16,0,115,29.41,13.67,0,24.25,45.51,73.22,0,127.57,129,5,0,296,14,0,0,87,6,0,0,7,6,0,0,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Jaydev Shah,India,43,Batsman ,Left Handed Bat ,Right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Ashok Dinda,India,42,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,13,9,78,0,5,2,17,0,21,22,26,0,36,24,48,0,16,19,7,0,4.2,22,2.6,0,58.34,91.67,54.17,0,1,1,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,612,2,12,6.18,180,245,1,17,8.17,1516,2073,3,69,8.2
616,Rajat Bhatia,India,46,Bowling Allrounder ,Right Handed Bat ,Right-arm medium,0,0,0,95,0,0,0,49,0,0,0,342,0,0,0,284,0,0,0,26,0,0,0,11.4,0,0,0,120.43,0,0,0,24,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,2020,1,71,7.41
617,Mayank Tehlan,India,39,Bowling Allrounder ,Right Handed Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Chetanya Nanda,India,47,Batsman ,Right Handed Bat,,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,57,0,2,7.13
619,Pradeep Sangwan,India,35,Bowler ,Right Handed Bat ,Left-arm fast-medium,0,0,0,42,0,0,0,15,0,0,0,26,0,0,0,44,0,0,0,6,0,0,0,3.25,0,0,0,59.10,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,1240,1,38,8.69
620,Jeevantha Kulatunga,Sri Lanka,52,Batting Allrounder ,Right Handed Bat ,Right-arm medium,0,0,2,0,0,0,2,0,0,0,19,0,0,0,38,0,0,0,11,0,0,0,9.5,0,0,0,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Taurai Muzarabani,Zimbabwe,39,Bowler ,Right Handed Bat,,0,8,9,0,0,7,1,0,0,12,0,0,0,40,2,0,0,5,0,0,0,3,0,0,0,30.00,0.00,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,262,3,7,4.87,180,280,0,6,9.33,0,0,0,0,0
622,Yogesh Takawale,India,41,WK-Batsman ,Right Handed Bat,,0,0,0,16,0,0,0,10,0,0,0,192,0,0,0,178,0,0,0,45,0,0,0,24,0,0,0,107.87,0,0,0,26,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Abzal Dean,Canada,43,Bowler ,Left Handed Bat ,Right-arm offbreak,0,0,2,0,0,0,2,0,0,0,8,0,0,0,10,0,0,0,7,0,0,0,4,0,0,0,80.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,0,2,8,0,0,0,0,0
624,Stuart Binny,India,41,Batting Allrounder ,Right Handed Bat ,Right-arm medium,6,14,3,95,10,11,2,68,194,230,35,880,333,246,29,683,78,77,24,48,21.56,28.75,17.5,19.13,58.26,93.50,120.69,128.85,23,23,2,66,1,5,1,35,2,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,450,258,12,3,3.44,490,439,4,20,5.38,30,54,0,1,10.8,594,758,0,22,7.66
625,Naved,Pakistan,48,Bowler ,Right Handed Bat ,Right-arm fast-medium,9,74,4,0,15,51,2,0,239,524,18,0,284,620,16,0,42,33,17,0,19.92,15.88,18,0,84.16,84.52,112.50,0,32,38,0,0,5,16,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,1044,36,18,4,3466,3221,25,110,5.58,85,101,0,5,7.13,0,0,0,0,0
626,Imrul Kayes,Bangladesh,39,Batsman ,Left Handed Bat,,39,78,14,0,76,78,13,0,1797,2436,119,0,3742,3423,134,0,150,144,36,0,24.28,32.05,9.15,0,48.03,71.17,88.81,0,240,238,14,0,11,37,3,0,4,2,4,0,4,16,0,0,3,4,0,0,0,0,0,0,24,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Naeem Islam,Bangladesh,39,Bowling Allrounder ,Right Handed Bat ,Right-arm offbreak,8,59,10,0,15,51,10,0,416,975,130,0,1110,1473,114,0,108,84,28,0,32,27.08,14.44,0,37.48,66.20,114.04,0,52,84,8,0,4,13,7,0,0,5,0,0,1,5,0,0,1,0,0,0,0,0,0,0,574,303,8,1,3.17,1743,1407,9,35,4.84,90,122,0,3,8.13,0,0,0,0,0
628,Mahbubul Alam,Bangladesh,42,Bowler ,Right Handed Bat ,Right-arm fast-medium,4,5,0,0,7,2,0,0,5,81,0,0,72,71,0,0,2,59,0,0,1.25,40.5,0,0,6.95,114.09,0,0,0,3,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,587,314,19,5,3.21,222,280,2,7,7.57,0,0,0,0,0,0,0,0,0,0
629,Shoaib Khan,Pakistan,41,Batsman ,Left Handed Bat ,Right-arm fast-medium,0,0,4,0,0,0,4,0,0,0,65,0,0,0,74,0,0,0,50,0,0,0,16.25,0,0,0,87.84,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Sandeep Jyoti,Canada,52,Batsman ,Right Handed Bat ,Right-arm offbreak,0,14,2,0,0,13,2,0,0,264,10,0,0,442,20,0,0,117,10,0,0,22,10,0,0,59.73,50.00,0,0,17,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,90,1,1,4.5,0,0,0,0,0,0,0,0,0,0
631,Cephas Zhuwao,Zimbabwe,41,Batting Allrounder ,Left Handed Bat ,Right-arm legbreak,0,9,7,0,0,9,7,0,0,154,48,0,0,132,66,0,0,45,24,0,0,17.11,6.86,0,0,116.67,72.73,0,0,18,7,0,0,9,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,6.63,2,1,0,1,0,0,0,0,0,0
632,Seren Waters,Kenya,36,Batting Allrounder ,Right Handed Bat ,Right-arm legbreak,0,20,0,0,0,20,0,0,0,419,0,0,0,751,0,0,0,74,0,0,0,20.95,0,0,0,55.80,0,0,0,48,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,4.67,0,0,0,0,0,0,0,0,0,0
633,Ravichandran Ashwin,India,39,Bowling Allrounder ,Right Handed Bat ,Right-arm offbreak,106,116,65,220,151,63,19,98,3503,707,184,833,6423,813,160,705,124,65,31,50,25.76,16.44,26.29,13.02,54.54,86.97,115.00,118.16,399,60,17,64,23,7,4,29,9,6,0,12,14,1,0,1,6,0,0,0,0,0,0,0,27246,12891,907,537,2.84,6303,5180,37,156,4.93,1452,1672,3,72,6.91,4710,5652,4,187,7.2
634,Siddharth Trivedi,India,43,Bowler ,Right Handed Bat ,Right-arm medium,0,0,0,76,0,0,0,15,0,0,0,42,0,0,0,59,0,0,0,9,0,0,0,6,0,0,0,71.19,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,1904,2,65,7.59
635,Arjun Yadav,India,44,Batsman ,Right Handed Bat,,0,0,0,8,0,0,0,6,0,0,0,49,0,0,0,39,0,0,0,16,0,0,0,9.8,0,0,0,125.65,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Faiz Fazal,India,40,Batsman ,Left Handed Bat ,Right-arm medium,0,1,0,12,0,1,0,11,0,55,0,183,0,61,0,173,0,55,0,45,0,0,0,18.3,0,90.17,0,105.79,0,7,0,21,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,10
637,Murali Vijay,India,42,Batsman ,Right Handed Bat ,Right-arm offbreak,61,17,9,106,105,16,9,106,3982,339,169,2619,8601,506,154,2149,167,72,48,127,38.29,21.19,18.78,25.93,46.30,67.00,109.75,121.88,467,33,13,247,33,3,8,91,8,0,1,5,15,1,0,13,12,0,0,2,0,0,0,0,384,198,6,1,3.09,36,37,0,1,6.17,12,9,0,0,4.5,36,49,0,0,8.17
638,Abhinav Kumar,India,41,Batsman ,Right Handed Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Naman Ojha,India,42,WK-Batsman ,Right Handed Bat,,1,1,2,113,2,1,2,94,56,1,12,1554,117,7,27,1313,35,1,10,94,28,1,6,20.72,47.87,14.29,44.45,118.36,7,0,2,121,0,0,0,79,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Laxmi Shukla,India,45,Batting Allrounder ,Right Handed Bat ,Right-arm medium,0,3,0,47,0,2,0,34,0,18,0,405,0,19,0,350,0,13,0,48,0,9,0,15,0,94.74,0,115.72,0,1,0,33,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,94,0,1,4.95,0,0,0,0,0,314,447,0,15,8.54
641,Saurabh Tiwary,India,36,Batsman ,Left Handed Bat,,0,3,0,93,0,2,0,74,0,49,0,1494,0,56,0,1244,0,37,0,61,0,0,0,28.73,0,87.50,0,120.10,0,5,0,111,0,1,0,50,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Lionel Baker,West Indies,41,Bowler ,Left Handed Bat ,Right-arm fast-medium,4,10,3,0,6,4,0,0,23,13,0,0,55,23,0,0,17,11,0,0,11.5,6.5,0,0,41.82,56.53,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,395,16,5,3.59,426,355,6,11,5,48,58,0,2,7.25,0,0,0,0,0
643,Travis Dowlin,West Indies,49,Batsman ,Right Handed Bat ,Right-arm offbreak,6,11,2,0,11,11,2,0,343,228,68,0,742,348,69,0,95,100,37,0,31.18,25.33,68,0,46.23,65.52,98.56,0,41,20,8,0,1,1,0,0,0,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Samuel Badree,West Indies,45,Bowler ,Right Handed Bat ,Right-arm legbreak,0,0,52,12,0,0,16,5,0,0,43,13,0,0,65,23,0,0,14,8,0,0,7.17,2.6,0,0,66.16,56.53,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1180,4,56,6.18,258,319,1,11,7.42
645,Darren Bravo,West Indies,37,Batsman ,Left Handed Bat ,Right-arm fast-medium,56,122,26,1,102,117,22,1,3538,3109,405,6,7886,4434,379,5,218,124,43,6,36.1,29.61,21.32,0,44.87,70.12,106.87,120.00,405,252,32,1,41,75,14,0,5,9,3,0,17,18,0,0,8,4,0,0,1,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Kevon Cooper,West Indies,37,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,0,0,25,0,0,0,14,0,0,0,116,0,0,0,68,0,0,0,32,0,0,0,12.89,0,0,0,170.59,0,0,0,9,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,757,1,33,7.89
647,Navin Stewart,West Indies,42,Bowler ,Right Handed Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Sherwin Ganga,West Indies,44,Bowling Allrounder ,Left Handed Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Johann Louw,South Africa,47,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,3,2,0,0,1,1,0,0,23,1,0,0,7,1,0,0,23,1,0,0,23,0,0,0,328.58,100.00,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,148,1,2,5.69,42,54,0,2,7.71,0,0,0,0,0
650,Rory Kleinveldt,South Africa,43,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,4,10,6,0,5,7,3,0,27,105,25,0,61,124,10,0,17,43,22,0,9,15,25,0,44.27,84.68,250.00,0,1,9,1,0,2,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,423,21,10,3.81,513,448,6,12,5.24,122,173,1,9,8.51,0,0,0,0,0
651,Ryan McLaren,South Africa,43,Bowling Allrounder ,Left Handed Bat ,Right-arm fast-medium,2,54,12,18,3,41,4,13,47,485,9,159,108,680,13,171,33,71,6,51,23.5,18.65,9,19.88,43.52,71.33,69.24,92.99,6,42,0,14,0,6,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,264,162,8,3,3.68,2403,2102,14,77,5.25,263,332,0,17,7.57,354,542,0,12,9.19
652,Angelo Mathews,Sri Lanka,38,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,119,226,90,49,212,194,73,42,8214,5916,1416,724,16970,7135,1175,575,200,139,81,65,44.4,40.52,27.76,23.35,48.41,82.92,120.52,125.92,835,468,92,44,90,90,50,29,6,16,1,3,45,40,6,1,16,3,0,0,1,0,0,0,3978,1798,161,33,2.71,5324,4110,56,126,4.63,1169,1389,4,45,7.13,791,1079,0,27,8.18
653,Shingirai Masakadza,Zimbabwe,39,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,5,16,7,0,9,11,5,0,88,170,18,0,240,177,24,0,24,45,9,0,11,21.25,4.5,0,36.67,96.05,75.00,0,9,17,1,0,0,8,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,516,34,16,2.93,791,891,4,25,6.76,117,211,0,4,10.82,0,0,0,0,0
654,Forster Mutizwa,Zimbabwe,40,Bowler ,Right Handed Bat ,Right-arm offbreak,1,17,3,0,2,15,3,0,24,403,38,0,61,502,36,0,18,79,22,0,12,31,12.67,0,39.35,80.28,105.56,0,3,32,3,0,0,7,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Steve Magoffin,Australia,46,Bowler ,Right Handed Bat ,Right-arm fast-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Aiden Blizzard,Australia,41,Batsman ,Left Handed Bat ,Left-arm medium,0,0,0,7,0,0,0,7,0,0,0,120,0,0,0,90,0,0,0,51,0,0,0,17.14,0,0,0,133.34,0,0,0,21,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Aaron Finch,Australia,39,Batsman ,Right Handed Bat ,Left-arm orthodox,5,146,103,92,10,142,103,90,278,5406,3120,2091,618,6163,2189,1631,62,153,172,88,27.8,38.89,34.29,24.89,44.99,87.72,142.54,128.21,30,533,309,214,1,129,125,78,1,16,8,8,2,30,19,15,0,17,2,0,0,0,0,0,12,8,0,0,4,284,259,0,4,5.47,12,27,0,0,13.5,43,67,0,1,9.35
658,John Hastings,Australia,40,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,1,29,9,3,2,21,6,0,52,271,46,0,88,273,37,0,32,51,15,0,26,27.1,11.5,0,59.10,99.27,124.33,0,5,29,3,0,2,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,234,153,3,1,3.92,1486,1256,7,42,5.07,186,247,0,7,7.97,58,66,1,3,6.83
659,Andrew McDonald,Australia,44,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,4,0,0,11,6,0,0,9,107,0,0,123,217,0,0,100,68,0,0,33,21.4,0,0,24.6,49.31,0,0,123.00,11,0,0,9,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,732,300,40,9,2.46,0,0,0,0,0,0,0,0,0,0,186,261,0,11,8.42
660,Clint McKay,Australia,43,Bowler ,Right Handed Bat ,Right-arm fast-medium,1,59,6,2,1,31,4,1,10,190,19,8,15,337,22,15,10,30,7,8,10,9.05,9.5,8,66.67,56.38,86.37,53.34,1,15,1,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168,101,5,1,3.61,2965,2364,38,97,4.78,136,183,1,4,8.07,42,60,0,1,8.57
661,Dirk Nannes,Australia,50,Bowler ,Right Handed Bat ,Left-arm fast,0,1,17,29,0,1,5,3,0,1,22,4,0,2,18,13,0,1,12,3,0,1,11,4,0,50.00,122.23,30.77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,1,1,2.86,366,459,2,28,7.52,645,785,1,28,7.3
662,Rob Quiney,Australia,43,Batsman ,Left Handed Bat ,Right-arm medium,2,0,0,7,3,0,0,7,9,0,0,103,22,0,0,102,9,0,0,51,3,0,0,14.71,40.91,0,0,100.99,1,0,0,12,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150,29,12,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Matthew Wade,Australia,38,WK-Batsman ,Left Handed Bat,,36,97,92,15,63,83,68,14,1613,1867,1202,183,3203,2288,896,177,117,100,80,35,29.87,26.3,26.13,13.07,50.36,81.60,134.16,103.39,175,129,95,23,12,34,46,2,3,5,1,0,5,11,3,0,4,1,0,0,0,0,0,0,30,28,1,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Yusuf Abdulla,South Africa,43,Batting Allrounder ,Left Handed Bat ,Left-arm fast-medium,0,0,2,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,44,0,2,6.29,209,307,1,15,8.81
665,Imraan Khan,South Africa,42,Batsman ,Left Handed Bat ,Right-arm offbreak,1,0,0,0,1,0,0,0,20,0,0,0,64,0,0,0,20,0,0,0,20,0,0,0,31.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Heino Kuhn,South Africa,42,WK-Batsman ,Right Handed Bat,,4,0,7,0,8,0,6,0,113,0,49,0,297,0,42,0,34,0,29,0,14.13,0,12.25,0,38.05,0,116.67,0,18,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Roelof van,Netherlands,41,Bowler ,Right Handed Bat ,Left-arm orthodox,0,39,70,21,0,27,46,15,0,278,575,159,0,328,453,141,0,57,75,35,0,13.9,21.3,14.45,0,84.76,126.94,112.77,0,17,43,11,0,7,16,8,0,3,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1547,5,45,4.73,1339,1481,1,75,6.64,443,498,1,21,6.74
668,Arun Karthik,India,40,WK-Batsman ,Right Handed Bat ,Right-arm legbreak,0,0,0,17,0,0,0,8,0,0,0,51,0,0,0,51,0,0,0,19,0,0,0,10.2,0,0,0,100.00,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,Amjad Khan,England,45,Bowler ,Right Handed Bat ,Right-arm fast-medium,1,0,9,0,0,0,7,0,0,0,49,0,0,0,54,0,0,0,16,0,0,0,7,0,0,0,90.75,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,122,1,1,4.21,0,0,0,0,0,137,150,1,7,6.57,0,0,0,0,0
670,Tim McIntosh,New Zealand,46,Batsman ,Left Handed Bat,,17,0,0,0,33,0,0,0,854,0,0,0,2359,0,0,0,136,0,0,0,27.55,0,0,0,36.21,0,0,0,98,0,0,0,7,0,0,0,5,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Lonwabo Tsotsobe,South Africa,42,Bowler ,Right Handed Bat ,Left-arm fast-medium,5,61,23,0,5,21,3,0,19,56,2,0,53,109,10,0,8,16,1,0,6.33,7,2,0,35.85,51.38,20.00,0,2,7,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,448,36,9,3.09,2964,2347,45,94,4.75,468,541,3,18,6.94,0,0,0,0,0
672,Ewen Thompson,New Zealand,46,Bowler ,Left Handed Bat ,Left-arm fast-medium,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,0,0,10.5,18,18,1,1,6,0,0,0,0,0
673,Vaughn van,South Africa,41,Bowler ,Left Handed Bat ,Right-arm medium,0,2,3,0,0,2,3,0,0,9,15,0,0,15,23,0,0,5,12,0,0,4.5,5,0,0,60.00,65.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Wayne Parnell,South Africa,36,Bowler ,Left Handed Bat ,Left-arm fast-medium,6,73,56,33,4,43,23,14,67,574,174,65,180,723,180,80,23,56,29,16,16.75,20.5,17.4,6.5,37.23,79.40,96.67,81.25,11,43,13,4,0,9,4,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,556,414,11,15,4.47,3224,3010,23,99,5.6,1094,1513,4,59,8.3,723,937,1,35,7.78
675,Ankeet Chavan,India,40,Bowling Allrounder ,Left Handed Bat ,Left-arm orthodox,0,0,0,13,0,0,0,3,0,0,0,12,0,0,0,11,0,0,0,7,0,0,0,6,0,0,0,109.10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,326,0,8,7.89
676,Rohan Raje,India,39,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,0,0,10,0,0,0,5,0,0,0,20,0,0,0,18,0,0,0,11,0,0,0,20,0,0,0,111.12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,209,0,6,9.02
677,Palani Amarnath,India,43,Bowler ,Right Handed Bat,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,236,0,7,10.73
678,Yo Mahesh,India,38,Bowling Allrounder ,Right Handed Bat,,0,0,0,18,0,0,0,5,0,0,0,15,0,0,0,27,0,0,0,6,0,0,0,7.5,0,0,0,55.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,499,0,21,8.83
679,Abhinav Mukund,India,36,Batsman ,Left Handed Bat,,7,0,0,3,14,0,0,2,320,0,0,19,700,0,0,22,81,0,0,19,22.86,0,0,9.5,45.72,0,0,86.37,32,0,0,1,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Bhuvneshwar Kumar,India,36,Bowler ,Right Handed Bat ,Right-arm fast-medium,21,121,87,204,29,55,21,78,552,552,67,354,1225,747,94,377,63,53,16,27,22.08,14.15,8.38,9.32,45.07,73.90,71.28,93.90,77,46,0,34,1,8,0,4,4,8,2,6,3,1,0,0,0,0,0,0,0,0,0,0,3348,1644,141,63,2.95,5847,4951,67,141,5.08,1791,2079,10,90,6.96,4552,5856,14,222,7.72
